Textbox46
Quantidade de registros: 612

dsArea1,anoAplicacao1,notaFinalPonderada1,dsQuestao1,dsQuestao_Abrev1,notafinal_Questao1,dsItemVerificacao1,dsItemVerificacao_Abrev1,notaFinal_ItemVerificacao1,dsQuestaoAuxiliar1,notaFinal_QuestaoAuxiliar,nmEntidadeVinculada,dsTipoResposta
Educação,2022,"4,86",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"8,60",O Plano Municipal de Educação foi elaborado e publicizado de modo a contribuir com o atingimento das metas decenais estabelecidas no Plano Nacional de Educação?,Plano Municipal de Educação (PME),"8,00",O Plano Municipal de Educação contempla metas de elevação da qualidade da educação básica por meio da melhoria do fluxo escolar e do nível de aprendizagem em consonância com a Meta 7 do Plano Nacional de Educação?,"10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2022,"4,86",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"8,60",O Município dispõe de processo estabelecido para avaliação do Plano Municipal de Educação?,Avaliação do PME,"8,30",O relatório de avaliação do Plano Municipal de Educação está disponível no site oficial do Município?,"0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2022,"4,86",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"8,60",O Município dispõe de processo estabelecido para monitoramento do Plano Municipal de Educação?,Monitoramento do PME,"8,00","O relatório de monitoramento das metas do PME referente ao ano de 2021 contempla o monitoramento da situação da meta de universalização da educação básica e do atendimento educacional especializado para a população de 4 a 17 anos de idade com deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação?","10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2022,"4,86",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"8,60",O Plano Municipal de Educação foi elaborado e publicizado de modo a contribuir com o atingimento das metas decenais estabelecidas no Plano Nacional de Educação?,Plano Municipal de Educação (PME),"8,00","O Plano Municipal de Educação contempla meta de universalização da educação básica e do atendimento educacional especializado para a população de 4 a 17 anos de idade com deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação em consonância com a Meta 4 do Plano Nacional de Educação?","10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2022,"4,86",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"8,60",As unidades educacionais da rede municipal de ensino dispõem de Projeto Político-Pedagógico elaborado ou atualizado à luz da Base Nacional Comum Curricular e do Referencial Curricular do Paraná?,Projeto Político-Pedagógico,"10,00","O Projeto Político-Pedagógico da unidade educacional contém Proposta Pedagógica Curricular para a educação infantil definida e organizada de modo a explicitar e garantir os direitos de aprendizagem especificados na Base Nacional Comum Curricular, no Referencial Curricular do Paraná e na proposta curricular da rede de ensino?","10,00",ANJO DA GUARDA C M E I,SIM
Educação,2022,"4,86",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"8,60",O Município dispõe de processo estabelecido para avaliação do Plano Municipal de Educação?,Avaliação do PME,"8,30",O relatório relativo ao último processo de avaliação realizado contém recomendações para redirecionamentos e atualizações do Plano Municipal de Educação?,"10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2022,"4,86",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"8,60",As unidades educacionais da rede municipal de ensino dispõem de Projeto Político-Pedagógico elaborado ou atualizado à luz da Base Nacional Comum Curricular e do Referencial Curricular do Paraná?,Projeto Político-Pedagógico,"10,00","O Projeto Político-Pedagógico da unidade educacional foi elaborado ou atualizado à luz das orientações trazidas pela Base Nacional Comum Curricular e pelo Referencial Curricular do Paraná: Princípios, Direitos e Orientações?","10,00",ANJO DA GUARDA C M E I,SIM
Educação,2022,"4,86",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"8,60",As unidades educacionais da rede municipal de ensino dispõem de Projeto Político-Pedagógico elaborado ou atualizado à luz da Base Nacional Comum Curricular e do Referencial Curricular do Paraná?,Projeto Político-Pedagógico,"10,00",A unidade educacional possui Projeto Político-Pedagógico?,"10,00",ANJO DA GUARDA C M E I,SIM
Educação,2022,"4,86",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"8,60",As unidades educacionais da rede municipal de ensino dispõem de Projeto Político-Pedagógico elaborado ou atualizado à luz da Base Nacional Comum Curricular e do Referencial Curricular do Paraná?,Projeto Político-Pedagógico,"10,00",O Projeto Político-Pedagógico da unidade educacional foi elaborado ou atualizado envolvendo a participação da comunidade escolar?,"10,00",BOSCO E M DOM EI EF,SIM
Educação,2022,"4,86",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"8,60",As unidades educacionais da rede municipal de ensino dispõem de Projeto Político-Pedagógico elaborado ou atualizado à luz da Base Nacional Comum Curricular e do Referencial Curricular do Paraná?,Projeto Político-Pedagógico,"10,00","O Projeto Político-Pedagógico da unidade educacional contém Proposta Pedagógica Curricular para a educação infantil definida e organizada de modo a explicitar e garantir os direitos de aprendizagem especificados na Base Nacional Comum Curricular, no Referencial Curricular do Paraná e na proposta curricular da rede de ensino?","10,00",BOSCO E M DOM EI EF,SIM
Educação,2022,"4,86",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"8,60",O Plano Municipal de Educação foi elaborado e publicizado de modo a contribuir com o atingimento das metas decenais estabelecidas no Plano Nacional de Educação?,Plano Municipal de Educação (PME),"8,00",O Plano Municipal de Educação contempla meta de universalização da educação infantil para crianças de 4 a 5 anos de idade em consonância com a Meta 1 do Plano Nacional de Educação?,"10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2022,"4,86",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"8,60",O Município dispõe de processo estabelecido para avaliação do Plano Municipal de Educação?,Avaliação do PME,"8,30",O Município define o período de avaliação do Plano Municipal de Educação (na própria lei do plano ou por meio de outro ato oficial)?,"10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2022,"4,86",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"8,60",O Município dispõe de processo estabelecido para avaliação do Plano Municipal de Educação?,Avaliação do PME,"8,30",O Município estabelece o formato de debate e participação social para o processo de avaliação do Plano Municipal de Educação (na própria lei do plano ou por meio de outro ato oficial)?,"10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2022,"4,86",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"8,60",O Município dispõe de processo estabelecido para monitoramento do Plano Municipal de Educação?,Monitoramento do PME,"8,00",O Município define as instâncias responsáveis pelo processo de monitoramento e avaliação do Plano Municipal de Educação (na própria lei do plano ou por meio de outro ato oficial)?,"10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2022,"4,86",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"8,60",As unidades educacionais da rede municipal de ensino dispõem de Projeto Político-Pedagógico elaborado ou atualizado à luz da Base Nacional Comum Curricular e do Referencial Curricular do Paraná?,Projeto Político-Pedagógico,"10,00",A unidade educacional possui Projeto Político-Pedagógico?,"10,00",BOSCO E M DOM EI EF,SIM
Educação,2022,"4,86",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"8,60",As unidades educacionais da rede municipal de ensino dispõem de Projeto Político-Pedagógico elaborado ou atualizado à luz da Base Nacional Comum Curricular e do Referencial Curricular do Paraná?,Projeto Político-Pedagógico,"10,00","O Projeto Político-Pedagógico da unidade educacional contém Proposta Pedagógica Curricular para os anos iniciais do ensino fundamental que estabeleça parte diversificada definida com base nas características da sociedade local, da cultura, da economia e dos educandos?","10,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",O Município dispõe de processo estabelecido para monitoramento do Plano Municipal de Educação?,Monitoramento do PME,"8,30","O relatório de monitoramento das metas do PME referente ao ano de 2022 contempla o monitoramento da situação da meta de universalização da educação básica e do atendimento educacional especializado para a população de 4 a 17 anos de idade com deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação?","10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",As unidades educacionais da rede municipal de ensino dispõem de Projeto Político-Pedagógico elaborado ou atualizado à luz da Base Nacional Comum Curricular e do Referencial Curricular do Paraná?,Projeto Político-Pedagógico,"10,00","O Projeto Político-Pedagógico da unidade educacional contém Proposta Pedagógica Curricular para os anos iniciais do ensino fundamental que estabeleça parte diversificada definida com base nas características da sociedade local, da cultura, da economia e dos educandos?","10,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",O Município dispõe de processo estabelecido para avaliação do Plano Municipal de Educação?,Avaliação do PME,"5,00",O relatório relativo ao último processo de avaliação realizado contém recomendações para redirecionamentos e atualizações do Plano Municipal de Educação?,"0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",As unidades educacionais da rede municipal de ensino dispõem de Projeto Político-Pedagógico elaborado ou atualizado à luz da Base Nacional Comum Curricular e do Referencial Curricular do Paraná?,Projeto Político-Pedagógico,"10,00","O Projeto Político-Pedagógico da unidade educacional contém Proposta Pedagógica Curricular para a educação infantil definida e organizada de modo a explicitar e garantir os direitos de aprendizagem especificados na Base Nacional Comum Curricular, no Referencial Curricular do Paraná e na proposta curricular da rede de ensino?","10,00",ANJO DA GUARDA C M E I,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",O Município dispõe de processo estabelecido para monitoramento do Plano Municipal de Educação?,Monitoramento do PME,"8,30",O relatório de monitoramento das metas do PME referente ao ano de 2022 contempla o monitoramento da situação da meta de elevação da qualidade da educação básica por meio da melhoria do fluxo escolar e do nível de aprendizagem?,"10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",As unidades educacionais da rede municipal de ensino dispõem de Projeto Político-Pedagógico elaborado ou atualizado à luz da Base Nacional Comum Curricular e do Referencial Curricular do Paraná?,Projeto Político-Pedagógico,"10,00","O Projeto Político-Pedagógico da unidade educacional foi elaborado ou atualizado à luz das orientações trazidas pela Base Nacional Comum Curricular e pelo Referencial Curricular do Paraná: Princípios, Direitos e Orientações?","10,00",ANJO DA GUARDA C M E I,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",As unidades educacionais da rede municipal de ensino dispõem de Projeto Político-Pedagógico elaborado ou atualizado à luz da Base Nacional Comum Curricular e do Referencial Curricular do Paraná?,Projeto Político-Pedagógico,"10,00","O Projeto Político-Pedagógico da unidade educacional foi elaborado ou atualizado à luz das orientações trazidas pela Base Nacional Comum Curricular e pelo Referencial Curricular do Paraná: Princípios, Direitos e Orientações?","10,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",As unidades educacionais da rede municipal de ensino dispõem de Projeto Político-Pedagógico elaborado ou atualizado à luz da Base Nacional Comum Curricular e do Referencial Curricular do Paraná?,Projeto Político-Pedagógico,"10,00","O Projeto Político-Pedagógico da unidade educacional contém Proposta Pedagógica Curricular para a educação infantil definida e organizada de modo a explicitar e garantir os direitos de aprendizagem especificados na Base Nacional Comum Curricular, no Referencial Curricular do Paraná e na proposta curricular da rede de ensino?","10,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",O Plano Municipal de Educação foi elaborado e publicizado de modo a contribuir com o atingimento das metas decenais estabelecidas no Plano Nacional de Educação?,Plano Municipal de Educação (PME),"8,00",O Plano Municipal de Educação contempla metas de elevação da qualidade da educação básica por meio da melhoria do fluxo escolar e do nível de aprendizagem em consonância com a Meta 7 do Plano Nacional de Educação?,"10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",O Plano Municipal de Educação foi elaborado e publicizado de modo a contribuir com o atingimento das metas decenais estabelecidas no Plano Nacional de Educação?,Plano Municipal de Educação (PME),"8,00",O Plano Municipal de Educação contempla meta de oferta da educação infantil em creches para crianças de até 3 anos de idade em consonância com a Meta 1 do Plano Nacional de Educação?,"10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",O Município dispõe de processo estabelecido para avaliação do Plano Municipal de Educação?,Avaliação do PME,"5,00",O Município estabelece o formato de debate e participação social para o processo de avaliação do Plano Municipal de Educação (na própria lei do plano ou por meio de outro ato oficial)?,"10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",O Município dispõe de processo estabelecido para monitoramento do Plano Municipal de Educação?,Monitoramento do PME,"8,30",O relatório de monitoramento das metas do PME referente ao ano de 2022 contempla o monitoramento da situação da meta de universalização da educação infantil para crianças de 4 a 5 anos de idade?,"10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",As unidades educacionais da rede municipal de ensino dispõem de Projeto Político-Pedagógico elaborado ou atualizado à luz da Base Nacional Comum Curricular e do Referencial Curricular do Paraná?,Projeto Político-Pedagógico,"10,00","O Projeto Político-Pedagógico da unidade educacional contém Proposta Pedagógica Curricular para os anos iniciais do ensino fundamental definida e organizada de modo a explicitar e garantir os direitos de aprendizagem especificados na Base Nacional Comum Curricular, no Referencial Curricular do Paraná e na proposta curricular da rede de ensino?","10,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",O Município dispõe de processo estabelecido para avaliação do Plano Municipal de Educação?,Avaliação do PME,"5,00",O Município realizou a avaliação do Plano Municipal de Educação nos últimos 4 anos?,"10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",As unidades educacionais da rede municipal de ensino dispõem de Projeto Político-Pedagógico elaborado ou atualizado à luz da Base Nacional Comum Curricular e do Referencial Curricular do Paraná?,Projeto Político-Pedagógico,"10,00",A unidade educacional possui Projeto Político-Pedagógico?,"10,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",As unidades educacionais da rede municipal de ensino dispõem de Projeto Político-Pedagógico elaborado ou atualizado à luz da Base Nacional Comum Curricular e do Referencial Curricular do Paraná?,Projeto Político-Pedagógico,"10,00",O Projeto Político-Pedagógico da unidade educacional foi elaborado ou atualizado envolvendo a participação da comunidade escolar?,"10,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",O Plano Municipal de Educação foi elaborado e publicizado de modo a contribuir com o atingimento das metas decenais estabelecidas no Plano Nacional de Educação?,Plano Municipal de Educação (PME),"8,00","O Plano Municipal de Educação contempla meta de universalização da educação básica e do atendimento educacional especializado para a população de 4 a 17 anos de idade com deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação em consonância com a Meta 4 do Plano Nacional de Educação?","10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",O Município dispõe de processo estabelecido para avaliação do Plano Municipal de Educação?,Avaliação do PME,"5,00",O relatório de avaliação do Plano Municipal de Educação está disponível no site oficial do Município?,"0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",As unidades educacionais da rede municipal de ensino dispõem de Projeto Político-Pedagógico elaborado ou atualizado à luz da Base Nacional Comum Curricular e do Referencial Curricular do Paraná?,Projeto Político-Pedagógico,"10,00",A unidade educacional possui Projeto Político-Pedagógico?,"10,00",ANJO DA GUARDA C M E I,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",O Município dispõe de processo estabelecido para monitoramento do Plano Municipal de Educação?,Monitoramento do PME,"8,30",O Município define as instâncias responsáveis pelo processo de monitoramento e avaliação do Plano Municipal de Educação (na própria lei do plano ou por meio de outro ato oficial)?,"10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",As unidades educacionais da rede municipal de ensino dispõem de Projeto Político-Pedagógico elaborado ou atualizado à luz da Base Nacional Comum Curricular e do Referencial Curricular do Paraná?,Projeto Político-Pedagógico,"10,00",O Projeto Político-Pedagógico da unidade educacional foi elaborado ou atualizado envolvendo a participação da comunidade escolar?,"10,00",ANJO DA GUARDA C M E I,SIM
Educação,2023,"4,66",O Município dispõe de instrumentos de planejamento educacional que contribuam para a melhoria do processo de ensino e aprendizagem e para a ampliação do acesso e permanência dos estudantes na escola?,Instrumentos de planejamento,"7,80",O Município dispõe de processo estabelecido para monitoramento do Plano Municipal de Educação?,Monitoramento do PME,"8,30",O relatório de monitoramento das metas do PME referente ao ano de 2022 contempla o monitoramento da situação da meta de expansão da oferta de educação infantil em creches para crianças de até 3 anos de idade?,"10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
